icao,"name",lat,lon,runways,ils
UWLW,"Vostochny",54.401014,48.802664,1,1
UWOO,"Orenburg",51.7957875,55.4567455,1,2
UWOR,"Orsk",51.074086125,58.59233725,4,1
UWSS,"Tsentralny",51.5658335,46.0466665,1,2
UWWW,"Kurumoch",53.50859070,050.15446470,2,3
VAAH,"Ahmedabad",23.077196,72.634632,1,1
VAAU,"Aurangabad",19.8627265,75.3981125,1,1
VABB,"Bombay Mumbai Chhatrapati Shivaji Intl",19.09600200,072.87467200,2,3
VABO,"Vadodara",22.336164,73.2262905,1,1
VABP,"Bhopal",23.2874675,77.33737375,2,1
VAID,"Devi Ahilyabai Holkar",22.721785,75.8010865,1,1
VAKJ,"Khajuraho",24.817197,79.918596,1,1
VANP,"Dr Ambedkar Intl",21.0947675,79.04484975,2,1
VARK,"Rajkot",22.309182,70.779525,1,1
VAUD,"Udaipur",24.6176975,73.8961015,1,1
VCBI,"Bandaranaike Intl Colombo",7.180754,79.884118,1,2
VDPP,"Phnom Penh Intl",11.55224900,104.84475400,1,1
VEBS,"Bhubaneshwar",20.24669875,85.815964,2,1
VECC,"Netaji Subhash Chandra Bose Intl",22.64723701,088.44017794,2,2
VEGT,"Guwahati Intl",26.1060905,91.58594,1,1
VEIM,"Imphal",24.7599515,93.896699,1,1
VEMN,"Dibrugarh",27.4838515,95.016921,1,1
VEPT,"Patna",25.5913165,85.08799,1,1
VERC,"Birsa Munda",23.3146685,85.321675,1,1
VGEG,"Shah Amanat Intl",22.24961,91.813286,1,1
VGSY,"Osmany Intl",24.9632415,91.866785,1,1
VGZR,"Zia Intl",23.84941900,090.40371700,1,1
VHHH,"Hong Kong Intl",22.31068477,113.92136965,2,4
VIAR,"Amritsar",31.709593,74.7972625,1,1
VIBN,"Varanasi",25.4523665,82.859489,1,1
VIDP,"Indira Gandhi Intl",28.56606670,077.11012270,2,3
VIJP,"Jaipur",26.82672225,75.80573825,2,1
VIJU,"Jammu",32.689143,74.837389,1,1
VILK,"Lucknow",26.760593,80.8893405,1,1
VLVT,"Vientiane Wattay",17.97842625,102.56572257,1,1
VMMC,"Macau Intl",22.15676100,113.57744200,1,2
VOBG,"Bangalore",12.95594400,077.66989100,1,1
VOCB,"Coimbatore",11.0300305,77.0433815,1,1
VOCI,"Cochin Intl",10.151996,76.4019055,1,1
VOCL,"Calicut",11.1368405,75.9553,1,1
VOHY,"Hyderabad",17.453253,78.469092,1,1
VOML,"Mangalore",12.95984330,074.89197526,2,1
VOMM,"Chennai Intl",12.99014760,080.17636110,2,1
VOTR,"Tiruchirappalli",10.76449525,78.713409,2,1
VOTV,"Thiruvananthapuram Intl",8.4821205,76.9201155,1,1
VRMM,"Male Intl",04.18561550,073.52796170,1,1
VTBD,"Bangkok Don Mueang Intl",13.92150226,100.60368055,2,3
VTBK,"Nakhon Pathom Kamphaeng Saen Rtaf",14.09996500,099.92250100,1,1
VTBS,"Bangkok Suvarnabhumi Intl",13.69623500,100.74928300,2,4
VTBU,"Rayon U-taphao Intl",12.68439900,100.99977100,1,1
VTCC,"Chiang Mai Intl",18.77149149,098.96632179,1,1
VTCL,"Lampang",18.27832200,099.50643900,1,1
VTCN,"Nan",18.80583600,100.78524000,1,1
VTCT,"Chiang Rai Intl",19.95652705,099.88074283,1,1
VTPB,"Phetchabun",16.67504500,101.19129900,1,1
VTPI,"Nakhon Sawan Takhli Rtaf",15.27756900,100.29258700,1,1
VTPO,"Sukhothai",17.23219909,099.82022648,1,1
VTPP,"Phitsanulok",16.77481439,100.28126331,1,1
VTSB,"Surat Thani",09.13102900,099.13976300,1,1
VTSC,"Narathiwat",06.52433000,101.74773400,1,1
VTSE,"Chumphon",10.71441000,099.36025200,1,1
VTSF,"Nakhon Si Thammarat",08.53946700,099.94120800,1,1
VTSG,"Krabi",08.09637050,098.98321513,1,1
VTSP,"Phuket Intl",08.11051463,098.32320381,1,1
VTSR,"Ranong",09.77475100,098.58760800,1,2
VTSS,"Songkhla Hat Yai Intl",06.93853600,100.39376100,1,1
VTST,"Trang",07.51133300,099.61807300,1,1
VTUD,"Udon Thani",17.38612312,102.77742462,1,1
VTUI,"Sakon Nakhon Aero",17.19586200,104.11640200,1,1
VTUO,"Burirum",15.22907900,103.24830600,1,1
VTUQ,"Nakhon Ratchasima",14.95233000,102.31072200,1,1
VTUU,"Ubon Ratchathani",15.24679400,104.87204000,1,1
VTUV,"Roi Et",16.11812600,103.77671800,1,1
VTUW,"Nakhon Phanom",17.38683500,104.64576000,1,1
VVDN,"Danang Intl",16.04390125,108.1994005,2,1
VVNB,"Hanoi Noibai Intl",21.21390300,105.80692100,2,1
VVPB,"Phubai",16.4015015,107.702614,1,1
VVTS,"Tan Son Nhat Intl",10.81623225,106.65954405,2,2
VYMD,"Mandalay Intl",21.7010095,95.9777945,1,1
VYYY,"Yangon Intl",16.90567332,096.13769222,1,1
WAAA,"Ujung Pandang Hasanuddin",-05.05970151,119.54795291,1,1
WABB,"Biak Frans Kaisiepo",-01.19208836,136.10766025,1,1
WADD,"Denpasar Ngurah Rai Intl",-08.74532810,115.16622053,1,1
WAJJ,"Jayapura Sentani",-02.57210830,140.51474352,1,1
WALL,"Balikpapan/sepinggan",-01.26373200,116.89516400,1,1
WAMM,"Manado Sam Ratulangi",01.54528200,124.92113500,1,2
WAOO,"Banjarmasin Syamsudin Noor",-03.43850680,114.75409700,1,1
WAOP,"Palangkaraya Tjilik Riwut",-02.22617750,113.94472500,1,1
WARJ,"Yogyakarta Adi Sucipto",-07.78664900,110.43097700,3,1
WARQ,"Solo Adi Sumarmo Wiryokusumo",-07.51876450,110.75139620,1,1
WARR,"Surabaya Juanda",-07.38301280,112.78189850,1,1
WBGB,"Bintulu",3.1238375,113.0204725,1,1
WBGG,"Kuching Intl",01.48793800,110.34368100,1,1
WBGR,"Miri",04.32950740,113.98840330,1,1
WBGS,"Sibu",02.25794510,111.98536680,1,1
WBKK,"Kota Kinabalu Intl",05.92578500,116.05173500,1,1
WBKL,"Labuan",05.29998490,115.24937440,1,1
WBKS,"Sandakan",05.89679910,118.05880740,1,1
WBKW,"Tawau",04.31308200,118.13031800,1,1
WBSB,"Brunei Intl",04.94027856,114.93062284,1,2
WIBB,"Pekanbaru Sultan Syarif Kasim Ii",00.46456200,101.44745600,1,1
WIDD,"Batam Hang Nadim",01.12003500,104.11338000,1,1
WIHH,"Jakarta Halim Perdanakusuma Intl",-06.26369570,106.88729100,1,1
WIII,"Jakarta Sukarno-hatta Intl",-06.12446700,106.65982800,2,4
WIMM,"Medan/polonia",03.56623400,098.67729900,1,1
WIOO,"Pontianak Supadio",-00.14986540,109.40480800,1,1
WIPP,"Palembang Sultan Mahmud Badaruddin Ii",-02.89342500,104.70274400,2,1
WIPT,"Minangkabau",-0.7869165,100.2807955,1,1
WITT,"Banda Aceh Sultan Iskandarmuda",05.51764870,095.41840360,1,1
WMKA,"Alor Setar Sultan Abdul Halim",06.20159290,100.40744780,1,1
WMKC,"Kota Bahru Sultan Ismail Petra",06.16790910,102.29287720,1,1
WMKD,"Kuantan Aero",03.77075290,103.21185300,1,1
WMKE,"Kerteh",4.5372235,103.426754,1,1
WMKI,"Ipoh/sultan Azlan Shaw",4.5679725,101.0921945,1,1
WMKJ,"Johor Bahru Sultan Ismail",01.63881600,103.66738900,1,1
WMKK,"Kuala Lumpur Intl - Sepang",02.74717100,101.70979500,2,4
WMKL,"Langkawi Intl",06.34063800,099.73017900,1,1
WMKP,"Penang Intl",05.29199100,100.26651800,1,1
WMSA,"Kuala Lumpur S Abdul Aziz Shah",03.12257890,101.55927280,1,2
WSAP,"Singapore Paya Lebar Aero",01.35556070,103.90063480,1,2
WSSS,"Singapore Changi Intl. Airport",01.35900285,103.98970051,3,4
YABA,"Albany",-34.94463296,117.80442935,2,1
YAMB,"Amberley Military",-27.64068555,152.71014935,4,1
YBAS,"Alice Springs",-23.80150200,133.89992400,2,1
YBBN,"Brisbane Intl",-27.38811200,153.11458000,2,2
YBCS,"Cairns Intl",-16.87491790,145.75524850,2,2
YBOK,"Oakey",-27.41433100,151.73440300,5,1
YBTL,"Townsville Intl",-19.25164573,146.76420275,2,1
YMAV,"Avalon",-38.03951411,144.47086541,1,1
YMEN,"Essendon",-37.72523346,144.89891556,2,1
YMES,"East Sale (military)",-38.10025237,147.14215677,2,1
YMHB,"Hobart",-42.83565863,147.50161902,1,1
YMLT,"Launceston",-41.54779806,147.20864333,3,1
YMML,"Melbourne Intl",-37.66934000,144.83086000,2,2
YPAD,"Adelaide Intl",-34.94774507,138.52808561,2,1
YPDN,"Darwin Intl",-12.40937463,130.88150096,2,1
YPEA,"Pearce",-31.66859479,116.01988448,3,2
YPED,"Edinburgh",-34.71097795,138.62514061,2,1
YPPH,"Perth",-31.94184200,115.97529500,2,3
YPTN,"Tindal (military)",-14.51906100,132.38132100,1,1
YSCB,"Canberra",-35.30155969,149.19746504,2,1
YSNW,"Nowra Military",-34.94225600,150.53944900,2,1
YSRI,"Richmond (nsw)",-33.60120200,150.78105100,3,1
YSSY,"Sydney Intl",-33.94414900,151.18130500,3,6
YSTW,"Tamworth",-31.08133211,150.84316825,4,1
YWLM,"Williamtown",-32.79123700,151.83940100,1,1
ZBAA,"Capital Intl",40.080118,116.5845625,2,4
ZBHH,"Baita",40.850509,111.82435025,2,1
ZBLA,"Dongshan",49.204999,119.825,1,1
ZBSJ,"Zhengding",38.2806865,114.6972985,1,2
ZBTJ,"Binhai",39.1243515,117.346182,1,2
ZBYN,"Wusu",37.746897,112.6284265,1,2
ZGGG,"Baiyun Intl",23.39243875,113.29878825,2,4
ZGHA,"Huanghua",28.1891585,113.219632,1,2
ZGKL,"Liangjiang",25.2181055,110.039196,1,2
ZGNN,"Wuxu",22.6079585,108.17219,1,1
ZGSZ,"Baoan Intl",22.6392585,113.8106625,1,2
ZHCC,"Zhengzhou Xinzheng",34.52506792,113.84529847,1,2
ZHHH,"Tianhe",30.7837585,114.2080985,1,2
ZJHK,"Meilan",19.93483617,110.45526413,1,2
ZJSY,"Phoenix Intl",18.302892,109.412268,1,1
ZKPY,"Pyongyang Intl",39.22506175,125.6732595,2,2
ZLJQ,"Jiayuguan",39.86093657,098.34133756,1,1
ZLLL,"Lanzhou-zhongchuan",36.50984572,103.61499477,1,2
ZLXY,"Xianyang",34.44697967,108.75220278,1,2
ZMUB,"Chinggis Khaan Intl",47.84262034,106.76290625,2,1
ZPJH,"Gasa",21.9739155,100.7596125,1,1
ZPLJ,"Lijiang",26.67149917,100.24744641,1,1
ZPPP,"Wujiaba",24.9923625,102.7435375,1,2
ZSAM,"Gaoqi",24.544,118.127742,1,2
ZSCN,"Changbei Intl",28.865,115.900001,1,2
ZSFZ,"Changle",25.935064,119.663272,1,2
ZSHC,"Xiaoshan",30.229504,120.434453,1,2
ZSJN,"Yaoqiang",36.8572125,117.215992,1,2
ZSNB,"Lishe",29.8266815,121.4619055,1,2
ZSNJ,"Lukou",31.7420405,118.862024,1,2
ZSOF,"Luogang",31.780018,117.2987135,1,2
ZSPD,"Pudong",31.1434265,121.80509225,2,4
ZSQD,"Liuting",36.266107,120.3744345,1,2
ZSSS,"Hongqiao Intl",31.197875,121.336319,1,2
ZSWH,"Dashuipo",37.1871845,122.228921,1,2
ZSWZ,"Wenzhou",27.91407115,120.84739610,1,1
ZSYT,"Laishan",37.4003055,121.370367,1,2
ZUBD,"Qamdo Bangda",30.55187500,097.10631659,1,1
ZUCK,"Jiangbei",29.7192165,106.6416765,1,2
ZUGY,"Longdongbao",26.538461,106.800793,1,2
ZULS,"Lhasa-gonggar",29.2980775,90.9122945,1,1
ZUUU,"Shuangliu",30.578528,103.947086,1,2
ZUXC,"Qingshan",27.989083,102.184361,1,1
ZWSH,"Kashi",39.542922,76.0199565,1,2
ZWTN,"Hotan",37.038521,79.864932,1,1
ZWWW,"Diwopu",43.9071055,87.474243,1,2
ZYCC,"Longjia",43.996214,125.6853545,1,2
ZYHB,"Taiping",45.6234015,126.2503265,1,2
ZYJM,"Jiamusi",46.842571,130.4639915,1,1
ZYMD,"Hailang",44.5240735,129.568974,1,1
ZYQQ,"Sanjiazi",47.239626,123.9181305,1,1
ZYTL,"Zhoushuizi",38.9656655,121.5386,1,2
ZYTX,"Taoxian",41.6398405,123.483425,1,2
ZYYJ,"Yanji",42.882799,129.451258,1,1
